2020-12-17 01:12:912 INFO  BasePage :30 - Launching Chrome Browser
2020-12-17 02:12:890 INFO  HomePage :55 - Verify Product Arranged in Order : [[[ChromeDriver: chrome on WINDOWS (13c651248cbef70268ed2f06a044413b)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (13c651248cbef70268ed2f06a044413b)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (13c651248cbef70268ed2f06a044413b)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (13c651248cbef70268ed2f06a044413b)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (13c651248cbef70268ed2f06a044413b)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (13c651248cbef70268ed2f06a044413b)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (13c651248cbef70268ed2f06a044413b)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (13c651248cbef70268ed2f06a044413b)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (13c651248cbef70268ed2f06a044413b)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (13c651248cbef70268ed2f06a044413b)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (13c651248cbef70268ed2f06a044413b)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (13c651248cbef70268ed2f06a044413b)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (13c651248cbef70268ed2f06a044413b)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (13c651248cbef70268ed2f06a044413b)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (13c651248cbef70268ed2f06a044413b)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (13c651248cbef70268ed2f06a044413b)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (13c651248cbef70268ed2f06a044413b)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (13c651248cbef70268ed2f06a044413b)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (13c651248cbef70268ed2f06a044413b)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (13c651248cbef70268ed2f06a044413b)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (13c651248cbef70268ed2f06a044413b)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (13c651248cbef70268ed2f06a044413b)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (13c651248cbef70268ed2f06a044413b)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (13c651248cbef70268ed2f06a044413b)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (13c651248cbef70268ed2f06a044413b)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (13c651248cbef70268ed2f06a044413b)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (13c651248cbef70268ed2f06a044413b)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (13c651248cbef70268ed2f06a044413b)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (13c651248cbef70268ed2f06a044413b)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (13c651248cbef70268ed2f06a044413b)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (13c651248cbef70268ed2f06a044413b)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (13c651248cbef70268ed2f06a044413b)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (13c651248cbef70268ed2f06a044413b)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (13c651248cbef70268ed2f06a044413b)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (13c651248cbef70268ed2f06a044413b)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (13c651248cbef70268ed2f06a044413b)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (13c651248cbef70268ed2f06a044413b)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (13c651248cbef70268ed2f06a044413b)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (13c651248cbef70268ed2f06a044413b)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (13c651248cbef70268ed2f06a044413b)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (13c651248cbef70268ed2f06a044413b)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (13c651248cbef70268ed2f06a044413b)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (13c651248cbef70268ed2f06a044413b)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (13c651248cbef70268ed2f06a044413b)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (13c651248cbef70268ed2f06a044413b)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (13c651248cbef70268ed2f06a044413b)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (13c651248cbef70268ed2f06a044413b)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (13c651248cbef70268ed2f06a044413b)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (13c651248cbef70268ed2f06a044413b)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (13c651248cbef70268ed2f06a044413b)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (13c651248cbef70268ed2f06a044413b)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (13c651248cbef70268ed2f06a044413b)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (13c651248cbef70268ed2f06a044413b)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (13c651248cbef70268ed2f06a044413b)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (13c651248cbef70268ed2f06a044413b)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (13c651248cbef70268ed2f06a044413b)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (13c651248cbef70268ed2f06a044413b)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (13c651248cbef70268ed2f06a044413b)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (13c651248cbef70268ed2f06a044413b)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']], [[ChromeDriver: chrome on WINDOWS (13c651248cbef70268ed2f06a044413b)] -> xpath: //span[@class = 'gb-font-size-medium inlineBlock unitLineHeight dealPriceText']]]
2020-12-17 02:12:890 INFO  BasePage :30 - Launching Chrome Browser
2020-12-17 02:12:939 INFO  HomePage :25 - Click on Last Minute Deals : [[ChromeDriver: chrome on WINDOWS (20a1cb6e6db8d6931d425ddac71810b6)] -> xpath: //a[contains(text(),'Last Minute Deals')]]
2020-12-17 02:12:204 INFO  LastMinuteDealPage :27 - Get Text from Last Minute Deals Page : [[ChromeDriver: chrome on WINDOWS (20a1cb6e6db8d6931d425ddac71810b6)] -> xpath: //img[@alt = 'Last Minute Christmas Deals']]
2020-12-17 02:12:298 INFO  LastMinuteDealPage :22 - Click on Computer And Software : [[ChromeDriver: chrome on WINDOWS (20a1cb6e6db8d6931d425ddac71810b6)] -> xpath: //div[@data-value ='Q4COMP']]
2020-12-17 02:12:190 INFO  HomePage :49 - Get text from Deals On Computer And Software : [[ChromeDriver: chrome on WINDOWS (20a1cb6e6db8d6931d425ddac71810b6)] -> xpath: //h1[contains(text(),'Deals on Computers and Software')]]
2020-12-17 02:12:511 INFO  BasePage :30 - Launching Chrome Browser
2020-12-17 02:12:441 INFO  HomePage :25 - Click on Last Minute Deals : [[ChromeDriver: chrome on WINDOWS (5837d1a491ee61233b03d7eb0999fa8e)] -> xpath: //a[contains(text(),'Last Minute Deals')]]
2020-12-17 02:12:39 INFO  LastMinuteDealPage :27 - Get Text from Last Minute Deals Page : [[ChromeDriver: chrome on WINDOWS (5837d1a491ee61233b03d7eb0999fa8e)] -> xpath: //img[@alt = 'Last Minute Christmas Deals']]
2020-12-17 02:12:147 INFO  LastMinuteDealPage :22 - Click on Computer And Software : [[ChromeDriver: chrome on WINDOWS (5837d1a491ee61233b03d7eb0999fa8e)] -> xpath: //div[@data-value ='Q4COMP']]
2020-12-17 02:12:810 INFO  BasePage :30 - Launching Chrome Browser
2020-12-17 02:12:751 INFO  HomePage :25 - Click on Last Minute Deals : [[ChromeDriver: chrome on WINDOWS (6d2440f9b14f8e66d52ee399a69515c7)] -> xpath: //a[contains(text(),'Last Minute Deals')]]
2020-12-17 02:12:25 INFO  LastMinuteDealPage :27 - Get Text from Last Minute Deals Page : [[ChromeDriver: chrome on WINDOWS (6d2440f9b14f8e66d52ee399a69515c7)] -> xpath: //img[@alt = 'Last Minute Christmas Deals']]
2020-12-17 02:12:153 INFO  LastMinuteDealPage :22 - Click on Computer And Software : [[ChromeDriver: chrome on WINDOWS (6d2440f9b14f8e66d52ee399a69515c7)] -> xpath: //div[@data-value ='Q4COMP']]
2020-12-17 02:12:958 INFO  HomePage :49 - Get text from Deals On Computer And Software : [[ChromeDriver: chrome on WINDOWS (6d2440f9b14f8e66d52ee399a69515c7)] -> xpath: //h1[contains(text(),'Deals on Computers and Software')]]
2020-12-17 02:12:300 INFO  BasePage :30 - Launching Chrome Browser
2020-12-17 02:12:656 INFO  HomePage :25 - Click on Last Minute Deals : [[ChromeDriver: chrome on WINDOWS (0de1a9de0c9cbd2e0aa88d74d6ad4ead)] -> xpath: //a[contains(text(),'Last Minute Deals')]]
2020-12-17 02:12:182 INFO  LastMinuteDealPage :27 - Get Text from Last Minute Deals Page : [[ChromeDriver: chrome on WINDOWS (0de1a9de0c9cbd2e0aa88d74d6ad4ead)] -> xpath: //img[@alt = 'Last Minute Christmas Deals']]
2020-12-17 02:12:257 INFO  ComputerAndSoftwarePage :32 - Click on Shop All Deals : [[ChromeDriver: chrome on WINDOWS (0de1a9de0c9cbd2e0aa88d74d6ad4ead)] -> xpath: //div[@data-value ='Q4ALLD']]
2020-12-17 02:12:663 INFO  ComputerAndSoftwarePage :38 - Get Text from Shop Deals : [[ChromeDriver: chrome on WINDOWS (0de1a9de0c9cbd2e0aa88d74d6ad4ead)] -> xpath: //h1[contains(text(),'Shop deals')]]
2020-12-17 02:12:745 INFO  HomePage :35 - Click on Sortby : [[ChromeDriver: chrome on WINDOWS (0de1a9de0c9cbd2e0aa88d74d6ad4ead)] -> xpath: //span[contains(text(),'Featured')]]
2020-12-17 02:12:61 INFO  ComputerAndSoftwarePage :44 - Select Discount High to Low from Drop Down : [[ChromeDriver: chrome on WINDOWS (0de1a9de0c9cbd2e0aa88d74d6ad4ead)] -> xpath: //a[@ data-value ='{"stringVal":"BY_DISCOUNT_DESCENDING"}']]
2020-12-17 02:12:324 INFO  ComputerAndSoftwarePage :50 - Get list of highest discounted products : [[[ChromeDriver: chrome on WINDOWS (0de1a9de0c9cbd2e0aa88d74d6ad4ead)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (0de1a9de0c9cbd2e0aa88d74d6ad4ead)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (0de1a9de0c9cbd2e0aa88d74d6ad4ead)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (0de1a9de0c9cbd2e0aa88d74d6ad4ead)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (0de1a9de0c9cbd2e0aa88d74d6ad4ead)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (0de1a9de0c9cbd2e0aa88d74d6ad4ead)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (0de1a9de0c9cbd2e0aa88d74d6ad4ead)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (0de1a9de0c9cbd2e0aa88d74d6ad4ead)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (0de1a9de0c9cbd2e0aa88d74d6ad4ead)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (0de1a9de0c9cbd2e0aa88d74d6ad4ead)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (0de1a9de0c9cbd2e0aa88d74d6ad4ead)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (0de1a9de0c9cbd2e0aa88d74d6ad4ead)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (0de1a9de0c9cbd2e0aa88d74d6ad4ead)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (0de1a9de0c9cbd2e0aa88d74d6ad4ead)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (0de1a9de0c9cbd2e0aa88d74d6ad4ead)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (0de1a9de0c9cbd2e0aa88d74d6ad4ead)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (0de1a9de0c9cbd2e0aa88d74d6ad4ead)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (0de1a9de0c9cbd2e0aa88d74d6ad4ead)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (0de1a9de0c9cbd2e0aa88d74d6ad4ead)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (0de1a9de0c9cbd2e0aa88d74d6ad4ead)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (0de1a9de0c9cbd2e0aa88d74d6ad4ead)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (0de1a9de0c9cbd2e0aa88d74d6ad4ead)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (0de1a9de0c9cbd2e0aa88d74d6ad4ead)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (0de1a9de0c9cbd2e0aa88d74d6ad4ead)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (0de1a9de0c9cbd2e0aa88d74d6ad4ead)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (0de1a9de0c9cbd2e0aa88d74d6ad4ead)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (0de1a9de0c9cbd2e0aa88d74d6ad4ead)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (0de1a9de0c9cbd2e0aa88d74d6ad4ead)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (0de1a9de0c9cbd2e0aa88d74d6ad4ead)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (0de1a9de0c9cbd2e0aa88d74d6ad4ead)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (0de1a9de0c9cbd2e0aa88d74d6ad4ead)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (0de1a9de0c9cbd2e0aa88d74d6ad4ead)] -> xpath: //div[@class = 'a-row dealDetailContainer']]]
2020-12-17 02:12:904 INFO  BasePage :30 - Launching Chrome Browser
2020-12-17 02:12:73 INFO  HomePage :32 - Mouse hover on Hello Sign In : [[ChromeDriver: chrome on WINDOWS (f7eac6d9c0ce40804fd9cf41107718d2)] -> xpath: //a[@id='nav-link-accountList']]
2020-12-17 02:12:321 INFO  HomePage :38 - Click on new customer start here : [[ChromeDriver: chrome on WINDOWS (f7eac6d9c0ce40804fd9cf41107718d2)] -> xpath: //a[contains(text(),'Start here.')]]
2020-12-17 02:12:825 INFO  HomePage :35 - Get text create account page : [[ChromeDriver: chrome on WINDOWS (f7eac6d9c0ce40804fd9cf41107718d2)] -> xpath: //h1[contains(text(),'Create account')]]
2020-12-17 02:12:885 INFO  HomePage :41 - Enter your name : [[ChromeDriver: chrome on WINDOWS (f7eac6d9c0ce40804fd9cf41107718d2)] -> xpath: //input[@id='ap_customer_name']]
2020-12-17 02:12:980 INFO  HomePage :47 - Enter email : [[ChromeDriver: chrome on WINDOWS (f7eac6d9c0ce40804fd9cf41107718d2)] -> xpath: //input[@id='ap_email']]
2020-12-17 02:12:152 INFO  HomePage :54 - Enter Password : [[ChromeDriver: chrome on WINDOWS (f7eac6d9c0ce40804fd9cf41107718d2)] -> xpath: //input[@id='ap_password']]
2020-12-17 02:12:386 INFO  HomePage :56 - Re-Enter Password : [[ChromeDriver: chrome on WINDOWS (f7eac6d9c0ce40804fd9cf41107718d2)] -> xpath: //input[@id='ap_password_check']]
2020-12-17 02:12:652 INFO  HomePage :65 - Click on create your amazon account : [[ChromeDriver: chrome on WINDOWS (f7eac6d9c0ce40804fd9cf41107718d2)] -> xpath: //h1[contains(text(),'Create account')]]
2020-12-17 02:12:929 INFO  ComputerAndSoftwarePage :19 - Get text to verify you are a real person : [[ChromeDriver: chrome on WINDOWS (f7eac6d9c0ce40804fd9cf41107718d2)] -> xpath: //span[contains(text(),"Please solve this puzzle so we know that you're a ")]]
2020-12-17 02:12:439 INFO  BasePage :30 - Launching Chrome Browser
2020-12-17 02:12:457 INFO  HomePage :25 - Click on Last Minute Deals : [[ChromeDriver: chrome on WINDOWS (d357f65fb71ff9313f94e58009305f31)] -> xpath: //a[contains(text(),'Last Minute Deals')]]
2020-12-17 02:12:861 INFO  LastMinuteDealPage :27 - Get Text from Last Minute Deals Page : [[ChromeDriver: chrome on WINDOWS (d357f65fb71ff9313f94e58009305f31)] -> xpath: //img[@alt = 'Last Minute Christmas Deals']]
2020-12-17 02:12:967 INFO  ComputerAndSoftwarePage :32 - Click on Shop All Deals : [[ChromeDriver: chrome on WINDOWS (d357f65fb71ff9313f94e58009305f31)] -> xpath: //div[@data-value ='Q4ALLD']]
2020-12-17 02:12:04 INFO  ComputerAndSoftwarePage :38 - Get Text from Shop Deals : [[ChromeDriver: chrome on WINDOWS (d357f65fb71ff9313f94e58009305f31)] -> xpath: //h1[contains(text(),'Shop deals')]]
2020-12-17 02:12:161 INFO  HomePage :35 - Click on Sortby : [[ChromeDriver: chrome on WINDOWS (d357f65fb71ff9313f94e58009305f31)] -> xpath: //span[contains(text(),'Featured')]]
2020-12-17 02:12:487 INFO  ComputerAndSoftwarePage :44 - Select Discount High to Low from Drop Down : [[ChromeDriver: chrome on WINDOWS (d357f65fb71ff9313f94e58009305f31)] -> xpath: //a[@ data-value ='{"stringVal":"BY_DISCOUNT_DESCENDING"}']]
2020-12-17 02:12:752 INFO  ComputerAndSoftwarePage :50 - Get list of highest discounted products : [[[ChromeDriver: chrome on WINDOWS (d357f65fb71ff9313f94e58009305f31)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (d357f65fb71ff9313f94e58009305f31)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (d357f65fb71ff9313f94e58009305f31)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (d357f65fb71ff9313f94e58009305f31)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (d357f65fb71ff9313f94e58009305f31)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (d357f65fb71ff9313f94e58009305f31)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (d357f65fb71ff9313f94e58009305f31)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (d357f65fb71ff9313f94e58009305f31)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (d357f65fb71ff9313f94e58009305f31)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (d357f65fb71ff9313f94e58009305f31)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (d357f65fb71ff9313f94e58009305f31)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (d357f65fb71ff9313f94e58009305f31)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (d357f65fb71ff9313f94e58009305f31)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (d357f65fb71ff9313f94e58009305f31)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (d357f65fb71ff9313f94e58009305f31)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (d357f65fb71ff9313f94e58009305f31)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (d357f65fb71ff9313f94e58009305f31)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (d357f65fb71ff9313f94e58009305f31)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (d357f65fb71ff9313f94e58009305f31)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (d357f65fb71ff9313f94e58009305f31)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (d357f65fb71ff9313f94e58009305f31)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (d357f65fb71ff9313f94e58009305f31)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (d357f65fb71ff9313f94e58009305f31)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (d357f65fb71ff9313f94e58009305f31)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (d357f65fb71ff9313f94e58009305f31)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (d357f65fb71ff9313f94e58009305f31)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (d357f65fb71ff9313f94e58009305f31)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (d357f65fb71ff9313f94e58009305f31)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (d357f65fb71ff9313f94e58009305f31)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (d357f65fb71ff9313f94e58009305f31)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (d357f65fb71ff9313f94e58009305f31)] -> xpath: //div[@class = 'a-row dealDetailContainer']], [[ChromeDriver: chrome on WINDOWS (d357f65fb71ff9313f94e58009305f31)] -> xpath: //div[@class = 'a-row dealDetailContainer']]]
2020-12-17 02:12:273 INFO  BasePage :30 - Launching Chrome Browser
2020-12-17 02:12:352 INFO  HomePage :25 - Click on Last Minute Deals : [[ChromeDriver: chrome on WINDOWS (177efceb51e9e7b91b4fcfabc67d770b)] -> xpath: //a[contains(text(),'Last Minute Deals')]]
